record_id,fname,lname,stNo,add1,add2,city,areacode,state,dob,ssn
rec-12990-org, ellen, canavese, 24, dore court, sheep station, mount eliza, 3142, vic, 19610105, 3755622
rec-64661-org, cheree, shady, 21, stead place, hd curramulka, maiden gully, 2218, sa, 19510309, 1053854
rec-5944-org, daniella, quan, 4, hobart place, villa 116 henry kendall bayside, bondi junction, 3020, nsw, 19260519, 6073000
rec-26346-org, jordan, green, 150, curlewis crescent, rajamare, batemans bay, 5351, nsw, 19380625, 6366504
rec-480-org, jayden, nykamp, 24, dickinson street, booroondoo north, long jetty, 2203, vic, , 8845239
rec-30743-org, madeline, monteleone, 40, schonell circuit, grangemore, vermont, 2259, qld, 19580301, 2794297
rec-43813-org, benjamin, gillis, , dethridge street, dunoon (cnr camp r road, daw park, 2050, nsw, 19260210, 6959007
rec-31801-org, nicholas, vincent, 72, maitland street, henry kendall bayside, cooktown, 4226, act, 19650501, 6390576
rec-98950-org, jarod, mcneill, 23, , marylands, bacchus marsh, 3138, vic, 19660108, 5811696
rec-77664-org, keeley, crossman, 26, hibbins place, the vines caravan park, dulwich hill, 4019, nsw, 19430630, 2376553
rec-41279-org, rohan, paine, 26, reuther street, flr 2 dunkheld garden, athelstone, 3690, vic, 19810319, 9107548
rec-10634-org, annabel, o'farell, 44, merv waite street, elura homestead, millmerran, 4217, nsw, 19330709, 3999579
rec-37104-dup-1, , arabilla, 16, lyall crescent, darlfee, robertbon, 5039, qld, 19920902, 1357370
rec-84939-org, samuel, grindley, 9, hamilton row, springdale, berkeley vale, 6076, qld, 19080510, 1870799
rec-31894-org, jayden, byers, 28, sturt avenue, naygoondy, airds, 7267, nsw, 19791220, 7092902
rec-66293-dup-0, tristan, seewfaj, 600, investigator street, , noble park, 2615, nsw, 19170907, 1095503
rec-36017-org, tommy, brooker, 47, shepherdson place, phillip lodge, mount isa, 3197, qld, 19660210, 4926778
rec-22235-org, oliver, rundle, 51, woolcock street, bidgee park, blacktown, 3150, vic, 19861031, 9453912
rec-74860-org, laura, spicer, 63, mackennal street, tewantin plaza, ryde, 6285, nsw, , 1917747
rec-11089-org, ellouise, bradshaw, 2, pawsey circuit, wearmouth, michelago, 3141, qld, 19391214, 6341115
rec-68034-org, thomas, sternbeck, 12, tenison-woods circuit, wingara, cromer, 5163, nsw, 19581019, 1420468
rec-45867-org, charlie, denholm, 109, , calleen farm, darlington, 3167, sa, 19581004, 3637376
rec-76557-org, jaden, milburn, 47, spowers circuit, northbourne, keysborough, 6109, nsw, 19040124, 3309443
rec-24107-org, katie, quinton, 35, dalley crescent, argyle village, campbelltown, 2875, vic, 19760222, 8857947
rec-64572-org, connor, gonzales, 193, brahe place, brentwood vlge, kedron, 2795, qld, 19650807, 5830749
rec-77553-dup-2, fraser, dixon, , phillip avenue, cherrbhank, port noarlunga south, 6076, nsw, 19340811, 1803050
rec-11950-org, archer, soden, 52, giffen close, foran track, burwood, 7250, nsw, 19410130, 1943765
rec-34852-org, louise, glazewski, 61, temperley street, mollesmain, goonellabah, 2070, qld, 19920320, 4183119
rec-68927-org, holly, hawes, 52, ballumbir street, springdale, rochester, 2076, nsw, 19780611, 7178633
rec-88418-org, aleisha, ryan, 21, ovens street, racecourse, parmelia, 3786, wa, 19130410, 2475282
rec-32740-org, jaykob, gheller, 24, britten-jones drive, yarrandoo, candelo, 7250, vic, 19960211, 7191347
rec-46364-org, hannah, coleman, 86, walton street, ordview estate, cudal, 4825, qld, 19661216, 4700305
rec-61691-org, quinn, brock, 527, william hudson crescent, st francis vlge, lilydale, 4285, nsw, 19611104, 5486062
rec-81932-org, bailey, linnell, 14, william wilkins crescent, tilburoo, walkley heights, 2450, wa, 19080903, 4105563
rec-7963-org, katelin, viale, 3, pohlman street, , woy woy, 4226, nsw, 19380510, 1789321
rec-57668-org, benjamin, howie, 60, mulder place, apmnt 203, cabramatta, 4811, act, 19760317, 4941704
rec-10206-dup-0, emma, antuar, 12, noarlunga crescent, kantz, belrose, 4128, nsw, , 7928570
rec-43038-org, isabella, groenier, 12, fullagar crescent, utopia, everton, 2223, nsw, 19810724, 7137642
rec-3056-dup-2, strahger, aler, 90, malbooma, seal place, nhill, 5065, nsw, 19350911, 3504218
rec-90250-org, christopher, richmond, 20, ngunawal drive, strabane, nelson, 3131, qld, 19140709, 9428689
rec-57838-org, toby, dolby, 143, meredith circuit, southern cross, toronto, 3021, nsw, 19461024, 6417122
rec-25009-dup-0, tahila, psorajis, 2255, chewings street, osborne house, yamba, 3058, nsw, 19150809, 9798622
rec-93566-org, caleb, heron, 19, skinner street, , belrose, 3150, nsw, 19450201, 4497237
rec-87108-org, max, wrighte, 17, lucy gullett circuit, redwood village, springfield, 5502, nsw, 19650327, 7788376
rec-17338-dup-1, joel, ewbb, 66, beattie crescent, rosehill, acacia ridge, 5050, vic, 19870918, 8055341
rec-31660-org, henry, shepherd, 7, badimara street, munroe home, cherry gardens, 6020, qld, 19350922, 1725877
rec-77423-org, isabella, miles, 20, carnegie crescent, lorne park, oak park, 2040, wa, 19620810, 6831002
rec-60191-org, benjamin, oyevaar, 4, scrivener street, poplars, maryborough, 4817, vic, 19390416, 1737632
rec-79970-dup-3, channing, easlea, 6, mclaren crescent, glenmire, mengone, 5525, qld, 19580529, 3589767
rec-70723-org, meggie, ma, 27, howitt street, water view, taree, 3910, sa, 19220409, 2093648
rec-16545-org, mitchell, sidlauskas, 24, miller street, professional centre, murray bridge, 2074, nsw, 19990801, 9652555
rec-6967-org, keeley, green, 17, magrath crescent, rsl westhaven, north curl curl, 6025, nsw, 19360730, 6238371
rec-50029-org, zachariah, mahon, 14, wenholz street, st francis vlge, point lonsdale, 5152, vic, 19880807, 8903453
rec-64519-org, dylan, gibb, 212, howitt street, waiweer, berwick, 3122, nsw, 19811014, 5224370
rec-83706-org, william, golder, , salsola street, anzac house (cnr archer s street, preston, 4207, qld, 19630422, 3898728
rec-22171-org, stephanie, matthews, 8, hobart place, sunrest stud, dinner plain, 3095, qld, 19870110, 2371197
rec-2851-org, hannah, puttnam, 71, o'sullivan street, herbert river, findon, 2502, nsw, 19990214, 4298255
rec-89175-org, zachary, ryan, 78, ennor crescent, homestead caravan park, alfred cove, 3079, vic, 19260303, 2213614
rec-39617-org, william, snelling, 11, gollan street, links court (cnr susanne s street, springwood, 3129, vic, 19560622, 7622733
rec-24506-dup-1, bailey, nguyen, 32, clemen t place, wheogo, halls creek, 4306, wa, 19980329, 1074447
rec-44533-org, zachary, stephenson, 9, barraclough crescent, , surfers paradise, 5162, nsw, 19530219, 8571127
rec-45942-org, serena, hanna, 25, macqueen place, chelsea house, pallamallawa, 2066, nsw, 19510430, 2904376
rec-79367-org, lachlan, le messurier, 131, woralul street, carinya ski ranch, bonnyrigg, 4352, vic, 19491215, 3452361
rec-19852-org, adam, millar, 72, marlock street, allanvale, wantirna, 5061, act, 19720607, 6910630
rec-84625-org, chloe, rees, 23, unaipon avenue, wattagan vale, port douglas, 3168, tas, 19450615, 8840345
rec-31268-org, cooper, mcfadden, 767, osburn drive, jewells medical centre, cabramatta, 4226, qld, 19150303, 9248347
rec-58729-org, bradley, webb, 125, nardoo crescent, fassifern retirement village, kalamunda, 2489, qld, 19771105, 3253875
rec-87037-org, natasha, webb, 16, gilmore crescent, trefusis, boronia heights, 5253, sa, 19250321, 1610488
rec-40099-org, saskia, zoontjens, 100, state circle, coolibah, st clair, 4551, wa, 19090822, 5899264
rec-96475-org, flynn, depold, 16, coningham street, , wanniassa, 6149, sa, 19290119, 1812910
rec-22363-org, lachlan, denholm, 12, beasley street, hold fast shores, camden, 4280, nsw, 19810831, 9799365
rec-95922-org, ambrosia, gilbertson, 2, elvire place, court units, rouse hill, 4020, nsw, 19800224, 1113477
rec-70276-org, teileah, spargo, 332, abernethy street, goldenoaks village, coolbellup, 4340, vic, 19830507, 7336721
rec-91225-org, jackson, godfrey, 39, chirnside circuit, , loganlea, 6210, nsw, 19610204, 1613447
rec-78896-org, kane, rankine, 26, bacchus circuit, lawrence house, broadmeadows, 3214, act, 19421203, 2522290
rec-40827-org, kaitlin, hawes, 9, wheeler crescent, hamilton park, deer park, 3175, vic, 19640504, 3466862
rec-28609-org, alexandra, lowe, 2, stonehaven crescent, the willows, cooma, 2264, nsw, 19500703, 5129565
rec-85310-dup-1, sarah, quinton, 98, woralul street, c/-runawaybay marina, laverron, 2200, wa, 19931208, 1547785
rec-8225-org, mitchell, wevill, 8, corinna street, the pinnacle, brookvale, 2611, , 19050630, 2536558
rec-96530-org, jaden, debrenni, 451, wiburd street, brentwood vlge, armidale, 6397, qld, 19720607, 1041577
rec-5153-org, archer, crosswell, 6, nullagine street, villa 2, granville, 2768, vic, 19610914, 3001929
rec-90508-org, chelsie, rawlings, 36, sparkes close, backacres, banksia, 6164, vic, 19290720, 4259778
rec-99567-org, jacob, benjamin, 215, maurice place, dananbilla, port pirie, 6152, vic, 19740709, 4448995
rec-37556-org, tara, donaldson, 7, harrington circuit, , pennant hills, 3185, wa, 19801121, 6113460
rec-30192-org, heath, halberda, 38, caffyn place, , russell lea, 3093, nsw, 19150201, 8721186
rec-17352-dup-0, joly, silas, 72, tilden place, caroona village, redan, 2576, vic, 19030815, 4771966
rec-84951-org, joshua, dietrich, 102, connelly place, the dales, kings park, 4030, nsw, 19380508, 6710173
rec-93413-org, stephanie, bradshaw, 32, rosenthal street, brentwood vlge, seymour, 3139, nsw, 19050408, 6720575
rec-79387-org, gianni, garven, 1, schwarz place, spring banks, ballina, 4183, nsw, 19750122, 7419447
rec-19622-org, ridley, coleman, 59, parfitt crescent, summerdale medical centre, berkeley vale, 2030, qld, 19841230, 7628839
rec-57262-org, rachel, ferrazzola, 85, bosworth circuit, hopkins view, railway estate, 3072, qld, 19690720, 3468781
rec-31554-org, tiffany, white, 53, thomas hart street, lemnos, belmont, 3165, vic, 19961022, 4296598
rec-13432-org, madison, mcjannett, 318, goble street, magellan, cabramatta, 2831, vic, 19840207, 4731943
rec-45105-dup-3, ella, reizd, 51, tallaranie, amherst street, greensborough, 2478, vic, 19310802, 8054446
rec-87736-org, braedon, leishman, , scantlebury crescent, bellhaven estate, wahroonga, 4562, vic, 19870215, 3244829
rec-13291-org, charlie, bishop, 147, sculptor street, , mooloolaba, 6101, vic, 19651102, 5553992
rec-19207-org, peyton, campbell, 5, backhouse street, rainbow ridge, dianella, 4701, nsw, 19971102, 8639299
rec-93450-org, lauren, noble, 27, moonbi crescent, peppertree, toowoomba, 2446, vic, 19111109, 2780838
rec-9144-org, andrea, geue, 21, brigalow street, sheep station, dromedary, 6168, vic, 19471104, 1647982
rec-56332-org, tara, gillard, 11, kingston street, lawless, broulee, 4680, wa, 19650424, 1785071
rec-87937-org, lucy, gillick, 54, bowden place, norland, nubeena, 3039, vic, 19071206, 9956263
rec-19052-org, layla, clarke, 15, starling place, , yarrawonga, 2525, vic, 19760501, 5344819
rec-49472-org, jamie, noble, 59, westbury circuit, chambigne, hughes, 3824, vic, 19521027, 7155867
rec-12912-org, neneh, petersen, 12, sexton street, eden park, manuka, 3150, nsw, 19761019, 8914114
rec-29817-org, michael, dixon, 21, anketell street, kyree, wangaratta, 6450, vic, 19371024, 8328181
rec-20828-org, chloe, green, 1, lambrigg street, kippilaw, burleigh heads, 4569, vic, 19110222, 4760805
rec-53388-org, jacob, dabinet, 5, masson street, brentwood vlge, drysdale, 2388, nsw, 19601005, 6761863
rec-445-dup-1, melissa, morrison, 52, foxall street, , patterson lakes, 2209, qld, 19201029, 2520725
rec-34273-dup-3, brydon, green, 33, gwanvalan, light street, goodwood, 3550, nsw, 19490613, 6482919
rec-16554-org, chloe, spicer, 135, holland street, bedgebury park, rosebud, 4551, act, 19290116, 8850495
rec-84508-org, emiily, green, 8, rubicon street, marando, st lucia, 4370, nsw, 19940622, 7911930
rec-8966-org, caitlin, kaplan, 1, grace place, , yorkeys knob, 6062, vic, 19630419, 9573362
rec-52078-org, travis, carmody, 9, burbidge crescent, mount patrick, mosman, 2340, qld, 19700505, 3126762
rec-14282-org, jayden, zilm, 602, , villa 724 henry kendall vlge, , 3805, sa, 19310808, 9435570
rec-65722-org, olivia, pontifex, 59, currie crescent, sect 329, burpengary, 2650, nsw, 19031123, 5811995
rec-52769-dup-3, liam, frw, 5, connibere crescent, mostlye dar, rochester, 5024, vic, 19340911, 9660122
rec-13344-org, samuel, berry, 31, belconnen way, anona farm, southbank, 6081, vic, 19080303, 2746177
rec-77878-dup-0, polly, polmear, 27, ahern place, , rose bay, 4702, wa, 19780823, 8063977
rec-52396-dup-0, abby, boyle, 2, tyson street, king ash bay, bowaro, 6111, wa, 19520101, 9862162
rec-17068-org, lachlan, ranson, 21, currie crescent, honeywood, atherton, 4017, vic, 19101215, 7149076
rec-36193-org, samuel, gillard, 1, stonehaven crescent, iron bark ridge, shorncliffe, 5173, nsw, 19810508, 5974802
rec-1040-dup-0, ned, byers, 4, plante place, nordale farm, casuae ina, 4152, nsw, 19060929, 2373352
rec-46021-org, alicia, wheatley, 4, gungurra crescent, beau-lieu, keysborough, 2756, sa, 19460617, 6045128
rec-24606-org, olivia, campbell, 28, fitzhardinge crescent, , attunga, 2251, qld, 19730730, 7698402
rec-2681-org, marleigh, hudd, 64, moroney street, locheil, attwood, 3020, qld, 19691025, 2240049
rec-91487-org, joel, doody, 73, lyon place, riverside professional centre (cnr banks, campbelltown, 2000, vic, 19400301, 9434912
rec-60099-org, lachlan, brunoro, 16, chandler street, wealdstone, , 0870, nt, 19341001, 3867458
rec-9444-org, lucas, thorpe, 49, macquarie street, leumeah, wendouree, 3139, vic, 19490818, 3919268
rec-22081-org, georgia, leslie, 95, bindaga street, curtis park, greensborough, 6530, vic, 19301223, 9958506
rec-87321-org, chloe, conaghty, 2, marsh place, glenlee, burleigh heads, 2261, qld, 19690522, 5748232
rec-17250-org, eden, berryman, 7, pickworth street, crowden, crows nest, 6027, nsw, , 5998272
rec-32096-org, nicholas, bail, 44, karney street, paradome, lalor, 2806, nsw, 19070102, 9649351
rec-19544-dup-2, nicholas, caine, 20, wickham ciescent, , clarendon vale, 4509, nsw, 19530323, 2268986
rec-31158-org, jade, zoanetti, 29, port jackson circuit, polynesian village, preston, 3099, vic, 19530722, 3714714
rec-79390-org, georgia, shelley, 18, wakool circuit, st andrew's village, wyrallah, 3713, nsw, 19751231, 1449451
rec-37195-org, arren, hyland, 7, tardent street, murray eden, greensborough, 4880, vic, 19290625, 3285137
rec-70617-org, charlotte, dunnicliff, 23, kilburn close, kokoda hostel, smithfield, 3037, nsw, 19671114, 7200783
rec-71800-org, shantal, hope, 92, flinders way, kangaroo grnd, midland, 3107, qld, 19430922, 8892976
rec-79046-org, thomas, mcphail, 653, tattersall crescent, , sadleir, 4164, nsw, 19850227, 7242559
rec-83192-dup-2, bradshaw, brooke, 12, lazy acres, shearerplace, eaglemont, 2765, vic, 19440429, 6284168
rec-50508-dup-1, , wvb, 11, morriso npark, hazel smitj crescent, jamboree heights, 6000, wa, 19760515, 8516618
rec-72665-org, kane, nguyen, 59, bugden avenue, prospect creek, brighton, 4514, qld, 19030418, 4084877
rec-71147-org, jacqueline, mcphail, 58, heronswood court, rosetta village, queenscliff, 2777, qld, , 2584474
rec-67551-org, , brann, 16, mcintyre street, , mooroolbark, 6060, vic, 19480527, 3090996
rec-43562-org, mitchell, afford, , kosciusko avenue, commercial centre, albury, 5107, vic, 19960507, 8238859
rec-68-org, tiahnee, mason, 31, shannon circuit, yarrabin, budgewoi, 2112, vic, 19360617, 4607704
rec-43137-dup-1, jett, egan, 9, nardoo crescent, mirrimer, forestdale, 2671, wa, 19521207, 8340059
rec-65793-org, madison, egan, 42, burkitt street, lorrha, granville, 6028, nsw, 19530927, 9853603
rec-7077-org, lewis, egan, 1, supply place, sec 26, devonport, 5290, tas, 19490112, 7223496
rec-63907-org, emma, rankine, 4, cleland street, st helens, andergrove, 3712, nsw, , 3418952
rec-20469-dup-2, mitcheol, stephenson, 4, atherton street, donnachaidh, warilla, 2483, qld, , 8675567
rec-60868-dup-0, brokoe, stanley, 39, lienhop street, fraser lodge, evandale, 4109, nsw, 19651209, 4088685
rec-3897-dup-0, nathna, bradmhaw, 33, ennor crescent, , cromer, 4856, nsw, 19710508, 9119140
rec-14544-dup-0, rebecca, bambino, 505, mackellar c rescent, , east launceston, 7019, nsw, 19560723, 6051282
rec-43608-org, , orchard, 1, knoke avenue, moonkirra, kariong, 3060, nsw, 19770304, 1498257
rec-32039-org, charlotte, munford, 284, leahy place, st mathews retmnt, eight mile plains, 7016, tas, 19711226, 8182186
rec-88702-org, alissa, trent, 74, carleton street, stonehenge, annandale, 7248, wa, 19450531, 4066175
rec-20742-org, shaun, zealley, 40, calder place, eulong, st lucia, 3352, nsw, 19731018, 8861270
rec-85974-org, kaitlin, morrison, 22, medley street, , rowville, 2429, qld, 19770215, 5035149
rec-10590-org, madelyn, lagrone, 380, windich street, rsm 849, hawks nest, 2206, vic, 19870104, 4600269
rec-9580-dup-0, emiily, blowes, 14, baldwin drive, cherrbyank, valentine, 7250, vic, 19650210, 6632173
rec-23481-org, joshua, rendulic, 32, cooling place, woodburn pastoral, roselands, 2110, nsw, 19630906, 5366262
rec-59954-org, ella, ferris, 141, companion crescent, c/o post office, beecroft, 3161, vic, 19060314, 5840205
rec-45772-org, nicola, sierakowski, 1, bugden avenue, mossburn, unanderra, 2034, sa, 19610224, 8279457
rec-51634-org, shaun, zanelli, 27, weddin circuit, turramurra house, jolimont, 2034, nsw, 19440822, 7870120
rec-53366-dup-1, kirra, gieru, 1, bee pl ace, coryndirk, morwe ll, 2257, vic, 19130620, 7835793
rec-68954-org, finn, joselin, 21, nerli place, hybernia park, toronto, 6006, nsw, 19910225, 5833045
rec-39079-org, emmerson, egan, 10, gundara street, rockview, arrino, 4825, tas, 19290619, 9714865
rec-61172-org, hayden, nguyen, 6, woodhouse place, kalang, elwood, 2115, qld, 19090514, 4603697
rec-44944-org, patrick, spicer, 21, ferguson circuit, , ringwood, 6105, tas, 19630706, 8560835
rec-43428-dup-2, sophie, tsouris, 21, atherton treet, flower arowers, corrimal, 3940, nsw, 19140827, 5758936
rec-67943-org, aidan, leslie, 12, culgoa circuit, nyora, tea tree gully, 4521, nsw, 19740917, 2734512
rec-64485-org, solomon, worsey, 68, , , lake eacham, 4680, vic, 19630803, 5581677
rec-18305-org, solomon, bullock, 21, atkinson street, brentwood vlge, sanctuary point, 6728, qld, 19270922, 8955336
rec-73677-org, emiily, herbert, 19, cassia place, , coolaroo, 3087, qld, 19540430, 4833443
rec-34934-org, stirling, , 62, sherwin place, crawford, mount ommaney, 4158, qld, 19350915, 5092185
rec-6521-org, judah, muhanna, 22, macrossan crescent, braiden, murrabit, 4680, vic, 19960710, 3105296
rec-70761-dup-0, aurora, hofman, 6, wanliss s treet, crystal creek reserve, cooks hill, 3944, nsw, 19080622, 6029828
rec-49970-dup-0, benjamin, sedunary, 23, millel street, oak park, broadmeadows, 5013, nsw, 19960504, 2746076
rec-81466-org, charlie, secomb, 99, , west park, carnegie, 2250, vic, 19770622, 2793276
rec-453-org, tyler, ryan, 153, battersby circuit, old farm, , 6012, vic, 19910225, 4847057
rec-98591-org, kayla, grainger, 195, rodway street, gunn's gully, campbellfield, 2230, nsw, 19080508, 1699755
rec-13196-org, patrick, koutlakis, 77, hicks street, yarrimbah, elermore vale, 3123, nsw, 19181128, 7028346
rec-12681-org, georgia, goldsworthy, 108, roseworthy crescent, glenmore, bicton, 3170, vic, 19920630, 4817650
rec-2293-org, taylah, cordiner, 41, magrath crescent, namarva station, poowong, 4807, nsw, 19820425, 9962669
rec-13811-org, thomas, noack, 14, namadgi circuit, whispering pines, round corner, 2800, vic, 19580518, 6956650
rec-25495-org, lillianna, kempe, 19, old charnwood road, , coombabah, 5062, vic, 19420614, 2751457
rec-31793-org, brodee, chorley, 42, messenger street, inglewood, windsor, 3201, qld, 19251023, 2344670
rec-1205-org, kiana, roche, 24, moulden court, simpson army barracks, elanora heights, 2223, sa, 19440210, 9861788
rec-22401-dup-1, andrew, campbell, 8, midgestreet, the sycamores, blackmans bay, 2031, nsw, 19980309, 9027389
rec-58995-dup-1, reid, mackinley, 15, , , hamilton, 2229, nsw, 19611222, 7378277
rec-95516-dup-1, hannah, heiron, 3, nepean shores, hago n place, woodcroft, 3461, vic, 19190624, 6361483
rec-82931-org, isabella, paterson, 42, blazey place, st john of god hospital, eaton, 3360, vic, 19081015, 1057694
rec-3161-dup-0, dante, campbell, 12, fernbank, osburn ydrive, salis bury, 3223, sa, 19150508, 9012674
rec-8293-dup-3, jack, cain e, 1, totterdell street, the willows, port mcaquarie, 2121, vic, 19820202, 9399474
rec-50649-org, amy, backcoller, 77, gallagher street, st francis vlge, salisbury heights, 4870, nsw, 19900225, 7992430
rec-47806-org, isabella, reid, 21, finnerty place, remnah park, kedron, 5172, nsw, 19980302, 8150650
rec-48689-org, emiily, webb, 1, connibere crescent, wahronga-lea, mount eliza, 5108, vic, 19711002, 1070387
rec-20297-org, jackson, bullock, 37, harrison street, , salisbury heights, 2486, vic, 19701129, 3520890
rec-76632-org, jessica, seng, 50, marou place, laure, belrose, 4558, sa, 19250305, 4213725
rec-82332-org, ethan, tsaousi, 280, culgoa circuit, mansfield park, wangi wangi, 3945, nsw, 19571226, 2490993
rec-25854-dup-0, jack, robson, 62, lindrum crescent, , , 3627, vic, 19300108, 3285702
rec-61108-org, abbey, haraszti, 63, alexandra street, , hoppers crossing, 4108, qld, 19651214, 5104218
rec-84689-org, macey, green, 23, longford street, barwon station, carlingford, 2518, wa, 19320128, 6191884
rec-76485-org, shane, nye, 32, keverstone circuit, st francis village, pingelly, 2137, nsw, 19281103, 1014030
rec-63624-org, tyler, schillier, 34, woodfull loop, locn 1487, tusmore, 4573, qld, 19160330, 3189620
rec-18115-org, isabelle, ferris, 14, becke place, , mount isa, 2075, vic, 19750710, 1558336
rec-55779-org, abbie, colquhoun, 1, laycock place, , bargara, 2480, vic, 19920909, 9838123
rec-78801-org, li, berry, 12, learmnth drive, lynden park stud, broken hill, 6014, vic, 19271005, 5315721
rec-597531-org, , reid, 140, waller crescent, stokes crossing, concord west, 2039, wa, 19421207, 1301398
rec-711471-org, jacqueline, mcphail, 58, heronswood court, rosetta village, queenscliff, 2777, qld, , 2584476
rec-207421-org, shawn, zealley, 40, calder place, eulong, st lucia, 3352, nsw, 19731018, 8861270
rec-172501-org, eden, berryman, seven, pickworth street, crowden, crows nest, 6027, nsw, , 5998272
rec-133441-org, sam, berry, 31, belconnen way, anona farm, southbank, 6081, vic, 19080303, 2746177
rec-449441-org, patrick, spicer, 21, fg circuit, , ringwood, 6105, tas, 19630706, 8560835
rec-681-org, tiahnee, mason, 31, shannon circuit, yarrabin, budgewoi, 2112, vik, 19360617, 4607704

